Id,Country
20b5a198-252b-11f0-aba6-d85ed33237df,italia
20b5a6e4-252b-11f0-aba6-d85ed33237df,kina
20b5a849-252b-11f0-aba6-d85ed33237df,marocco
20b5a417-252b-11f0-aba6-d85ed33237df,spania
20b5a7b2-252b-11f0-aba6-d85ed33237df,thailand
