Id,Text,IngredientId
2b4cbbd4-2b03-41c8-b568-c710da5a8e78,https://www.matvaretabellen.no/havregryn/,0f4aba40-1ad3-4fbd-a835-f8772a8d29d5
3e656e50-f9d3-405e-bf59-fa5993f5b1ec,https://www.matvaretabellen.no/tomat-norsk-ra/,3845c68a-ac78-4587-a56b-0e2028f7a9cf
7c54e5b9-0a1a-4af2-b546-80203a0f9f24,https://www.matvaretabellen.no/helmelk-3-5-fett-tine/,bdf92605-5be0-462a-9356-57a646a3e5a1
